Ammo Boxes,298.213850,695.811933
Ammo Boxes,296.359459,696.403760
Ammo Boxes,336.366954,312.150313
Ammo Boxes,330.330320,340.518547
Ammo Boxes,343.823973,375.988703
Ammo Boxes,337.866249,356.497872
Ammo Boxes,340.351922,372.003735
Ammo Boxes,343.034870,366.716749
Ammo Boxes,328.988846,379.302933
Ammo Boxes,336.288044,324.105216
Ammo Boxes,327.450096,379.460754
Ammo Boxes,348.045671,372.753383
Ammo Boxes,632.517111,630.119153
Ammo Boxes,621.232945,628.974954
Ammo Boxes,626.125381,639.627838
Ammo Boxes,623.994804,638.483639
Ammo Boxes,631.294002,628.817134
Ammo Boxes,629.873617,637.970722
Ammo Boxes,625.139003,631.223896
Ammo Boxes,622.377144,637.023799
Ammo Boxes,624.547176,637.655081
Ammo Boxes,630.031438,634.853768
Ammo Boxes,622.534964,628.264762
Ammo Boxes,683.335310,616.073129
Ammo Boxes,683.414220,617.375148
Ammo Boxes,683.335310,616.073129
Ammo Boxes,664.870312,642.942068
Ammo Boxes,649.956275,606.248803
Ammo Boxes,647.549513,609.799764
Ammo Boxes,632.832752,617.769699
Ammo Boxes,691.818161,228.663272
Ammo Boxes,691.818161,228.663272
Ammo Boxes,676.864669,167.073824
Ammo Boxes,671.656593,212.565582
Ammo Boxes,676.627939,202.228339
Ammo Boxes,671.104221,492.894234
Ammo Boxes,662.108453,495.103720
Ammo Boxes,677.219766,489.461638
Ammo Boxes,674.181721,494.551349
Ammo Boxes,666.211786,494.906445
Ammo Boxes,657.058197,463.539622
Ammo Boxes,651.495025,491.907855
Ammo Boxes,652.441948,461.645776
Ammo Boxes,641.157783,480.031863
Ammo Boxes,682.980214,456.122059
Ammo Boxes,622.613875,570.463006
Ammo Boxes,621.114580,560.007399
Ammo Boxes,624.468266,559.612847
Ammo Boxes,626.559387,560.323039
Ammo Boxes,627.309034,568.411340
Ammo Boxes,630.149803,560.204674
Ammo Boxes,625.849195,566.754225
Ammo Boxes,627.664131,564.465827
Ammo Boxes,628.571598,560.954321
Ammo Boxes,687.872649,548.841599
Ammo Boxes,672.840247,554.602047
Ammo Boxes,669.368196,577.643839
Ammo Boxes,667.868901,600.803996
Ammo Boxes,692.962360,598.673419
Ammo Boxes,678.166688,568.253519
Ammo Boxes,691.265789,554.878232
Ammo Boxes,692.370533,574.526884
Ammo Boxes,694.303834,589.125280
Ammo Boxes,687.044091,591.374222
Ammo Boxes,693.278001,601.474733
Ammo Boxes,680.889092,528.403845
Ammo Boxes,645.458391,539.175093
Ammo Boxes,646.286949,532.941184
Ammo Boxes,630.859995,583.128101
Ammo Boxes,652.086852,542.726054
Ammo Boxes,505.866164,606.880085
Ammo Boxes,534.826225,673.835430
Ammo Boxes,533.958212,672.770141
Ammo Boxes,532.380007,672.651776
Ammo Boxes,508.549113,605.499156
Ammo Boxes,509.259305,610.628322
Ammo Boxes,504.879786,604.473323
Ammo Boxes,516.440138,610.470501
Ammo Boxes,516.440138,610.470501
Ammo Boxes,574.281348,152.357063
Ammo Boxes,587.301539,133.379149
Ammo Boxes,588.051187,132.392771
Ammo Boxes,521.529848,201.281416
Ammo Boxes,501.210460,223.376285
Ammo Boxes,513.204817,223.297375
Ammo Boxes,534.786770,408.420814
Ammo Boxes,523.818246,451.900360
Ammo Boxes,542.914525,428.227286
Ammo Boxes,519.478182,419.231518
Ammo Boxes,541.533596,444.640618
Ammo Boxes,543.821993,442.431131
Ammo Boxes,525.593726,404.278026
Ammo Boxes,386.869512,299.603584
Ammo Boxes,721.804055,328.563644
Ammo Boxes,723.776811,324.775953
Ammo Boxes,724.408093,317.950216
Ammo Boxes,708.902230,314.557076
Ammo Boxes,713.321203,330.930952
Ammo Boxes,721.251683,320.869895
Ammo Boxes,527.566482,351.447616
Ammo Boxes,282.037249,430.397318
Ammo Boxes,303.816477,415.641102
Ammo Boxes,305.868144,426.767447
Ammo Boxes,322.478751,397.412835
Ammo Boxes,303.777022,379.736940
Ammo Boxes,324.806603,399.385591
Ammo Boxes,309.853111,387.470144
Ammo Boxes,311.628592,391.494566
Ammo Boxes,315.653014,414.496903
Ammo Boxes,323.622949,401.989629
Ammo Boxes,323.978045,383.327356
Ammo Boxes,291.940485,379.894760
Ammo Boxes,323.899135,391.297291
Ammo Boxes,324.688238,386.483766
Ammo Boxes,443.566525,766.278784
Ammo Boxes,469.093989,782.613205
Ammo Boxes,419.538354,304.377654
Ammo Boxes,202.061714,545.882464
Ammo Boxes,201.509342,544.383170
Ammo Boxes,247.395651,573.816692
Ammo Boxes,245.462350,591.255856
Ammo Boxes,247.198375,587.231434
Ammo Boxes,249.250042,589.874927
Ammo Boxes,245.659625,575.828903
Ammo Boxes,248.026933,583.759383
Ammo Boxes,178.388640,599.186336
Ammo Boxes,531.748725,516.961859
Ammo Boxes,533.958212,520.394455
Ammo Boxes,534.786770,513.134712
Ammo Boxes,530.209976,510.491219
Ammo Boxes,534.155488,475.889075
Ammo Boxes,513.678279,522.288301
Ammo Boxes,521.687669,494.551349
Ammo Boxes,533.366386,494.551349
Ammo Boxes,533.682026,481.965164
Ammo Boxes,528.197764,458.528821
Ammo Boxes,533.169110,499.996156
Ammo Boxes,530.525617,502.718559
