Ammo Boxes,95.095746,62.169627
Ammo Boxes,119.388482,96.439737
Ammo Boxes,116.825125,94.941159
Ammo Boxes,117.022306,98.253805
Ammo Boxes,120.137771,102.197431
Ammo Boxes,100.183023,96.360865
Ammo Boxes,96.002780,61.420338
Ammo Boxes,98.960499,99.318584
Ammo Boxes,245.269025,583.556423
Ammo Boxes,246.807039,588.762009
Ammo Boxes,243.967628,585.252182
Ammo Boxes,249.015469,593.297179
Ammo Boxes,378.918510,870.415780
Ammo Boxes,788.464072,404.042567
Ammo Boxes,799.663970,405.698890
Ammo Boxes,780.971183,413.467833
Ammo Boxes,799.466789,412.048127
Ammo Boxes,801.714656,409.918569
Ammo Boxes,391.774731,529.725928
Ammo Boxes,656.707527,856.652525
Ammo Boxes,675.439751,819.779622
Ammo Boxes,671.693306,845.097701
Ammo Boxes,500.855427,476.486977
Ammo Boxes,500.737118,475.027835
Ammo Boxes,838.193197,269.407174
Ammo Boxes,839.534029,272.995874
Ammo Boxes,665.738431,565.849542
Ammo Boxes,276.739160,397.417275
Ammo Boxes,646.730153,809.210704
Ammo Boxes,39.332874,394.341247
Ammo Boxes,69.541049,379.986448
Ammo Boxes,406.090094,233.244124
Ammo Boxes,155.512096,782.748973
Ammo Boxes,148.650187,764.213931
Ammo Boxes,148.295261,760.151996
Ammo Boxes,145.416414,763.937877
Ammo Boxes,146.520629,763.622387
Ammo Boxes,130.943306,187.734680
Ammo Boxes,127.354607,177.678433
Ammo Boxes,441.740473,252.567891
Ammo Boxes,344.451219,671.302102
Ammo Boxes,352.062417,664.164139
Ammo Boxes,325.679559,666.451442
Ammo Boxes,321.735933,664.400756
Ammo Boxes,95.963343,290.939372
Ammo Boxes,9.755679,577.877602
Ammo Boxes,666.172230,166.241918
Ammo Boxes,666.172230,166.872898
Ammo Boxes,687.349501,172.551719
Ammo Boxes,423.363176,431.924003
Ammo Boxes,423.442048,429.202901
Ammo Boxes,788.227455,553.032758
Ammo Boxes,786.334514,581.584610
Ammo Boxes,787.004931,583.635296
Ammo Boxes,764.723444,595.387301
Ammo Boxes,788.976744,395.129972
Ammo Boxes,791.264047,371.271034
Ammo Boxes,776.751503,385.941323
Ammo Boxes,784.323265,399.073598
Ammo Boxes,790.396449,370.521746
Ammo Boxes,790.159832,391.975071
Ammo Boxes,780.695129,393.828575
Ammo Boxes,795.523163,373.597774
Ammo Boxes,785.506353,377.383655
Ammo Boxes,787.280985,386.927230
Ammo Boxes,635.648564,498.058611
Ammo Boxes,651.856867,486.819277
Ammo Boxes,625.040210,482.954523
Ammo Boxes,634.741530,495.889617
Ammo Boxes,650.831524,485.123518
Ammo Boxes,634.031678,498.137483
Ammo Boxes,651.186451,489.816433
Ammo Boxes,622.871216,487.292512
Ammo Boxes,801.596347,465.247642
Ammo Boxes,612.657225,238.449710
Ammo Boxes,578.939222,226.263906
Ammo Boxes,59.169313,592.784508
Ammo Boxes,43.789171,561.117191
Ammo Boxes,492.297758,899.874666
Ammo Boxes,496.359693,909.773167
Ammo Boxes,486.382319,897.350745
Ammo Boxes,490.365382,899.953539
Ammo Boxes,281.589820,855.627182
Ammo Boxes,758.926314,205.283815
Ammo Boxes,760.148838,205.283815
Ammo Boxes,721.185813,204.416218
Ammo Boxes,719.687235,202.996512
Ammo Boxes,760.858690,205.835923
Ammo Boxes,736.526518,185.013578
Ammo Boxes,735.303994,185.013578
Ammo Boxes,732.385710,183.988235
Ammo Boxes,732.306838,184.619215
Ammo Boxes,742.718011,203.982419
Ammo Boxes,739.799727,201.064135
Ammo Boxes,187.613212,851.683556
Ammo Boxes,467.413478,871.046760
Ammo Boxes,447.655912,876.331219
Ammo Boxes,784.441574,317.558848
Ammo Boxes,121.478604,112.174805
Ammo Boxes,831.725650,571.725545
Ammo Boxes,834.091825,563.719984
Ammo Boxes,828.136950,564.508709
Ammo Boxes,220.187563,616.327955
Ammo Boxes,320.986644,130.394357
Ammo Boxes,817.291979,416.662170
Ammo Boxes,817.134234,417.293150
Ammo Boxes,823.444035,423.050844
Ammo Boxes,816.621562,415.991754
Ammo Boxes,739.681419,856.455344
Ammo Boxes,717.045005,854.759584
Ammo Boxes,537.807203,745.323962
Ammo Boxes,520.494684,706.873609
Ammo Boxes,531.812891,739.724013
Ammo Boxes,536.387497,745.205654
Ammo Boxes,536.308625,712.710175
Ammo Boxes,520.494684,703.008855
Ammo Boxes,552.950727,746.743668
Ammo Boxes,531.379092,743.628203
Ammo Boxes,524.911546,746.112688
Ammo Boxes,532.522744,739.763450
Ammo Boxes,224.091753,261.914285
Ammo Boxes,458.185393,335.738964
Ammo Boxes,457.909340,332.544627
Ammo Boxes,189.742770,151.413884
Ammo Boxes,179.055544,147.667439
Ammo Boxes,184.931546,141.633691
Ammo Boxes,180.317504,144.236485
Ammo Boxes,187.731521,147.509694
Ammo Boxes,189.585025,147.036459
Ammo Boxes,181.185102,147.943493
Ammo Boxes,173.968266,139.504133
Ammo Boxes,174.007702,147.233640
Ammo Boxes,175.230226,151.374448
Ammo Boxes,188.244192,141.673128
Ammo Boxes,275.792690,602.564700
Ammo Boxes,285.178520,607.928032
Ammo Boxes,284.468667,616.209647
Ammo Boxes,279.460262,620.192709
Ammo Boxes,300.834715,606.547763
Ammo Boxes,291.448885,608.913938
Ammo Boxes,80.109967,382.037133
Ammo Boxes,79.636732,376.713238
Ammo Boxes,76.757885,376.121694
Ammo Boxes,79.439550,375.963949
Ammo Boxes,75.614233,380.617428
Ammo Boxes,488.590750,672.682371
Ammo Boxes,482.478130,675.324601
Ammo Boxes,473.250045,675.561218
Ammo Boxes,482.557002,683.014671
Ammo Boxes,342.676587,207.097883
Ammo Boxes,117.298360,643.065740
Ammo Boxes,89.890159,639.358731
Ammo Boxes,97.659103,621.651850
Ammo Boxes,525.739707,640.029148
Ammo Boxes,554.173251,643.617847
Ammo Boxes,555.395775,647.758655
Ammo Boxes,527.119976,607.573106
Ammo Boxes,556.105627,626.029275
Ammo Boxes,526.843922,604.378768
Ammo Boxes,858.581743,476.605285
Ammo Boxes,661.558187,637.268609
Ammo Boxes,658.324414,637.623536
Ammo Boxes,636.871088,628.986995
Ammo Boxes,658.324414,637.978462
Ammo Boxes,658.994830,638.096771
Ammo Boxes,482.241512,312.195517
Ammo Boxes,532.049509,306.674440
Ammo Boxes,559.812636,334.319259
Ammo Boxes,463.272671,581.860664
Ammo Boxes,464.061396,584.897256
Ammo Boxes,466.506444,583.004315
Ammo Boxes,467.255733,595.308429
Ammo Boxes,461.734657,580.204341
Ammo Boxes,114.892748,184.934705
Ammo Boxes,121.794094,185.289631
Ammo Boxes,112.763190,185.762867
Ammo Boxes,116.115272,185.447376
Ammo Boxes,112.763190,184.816396
Ammo Boxes,75.456488,165.256011
Ammo Boxes,85.473298,165.847555
Ammo Boxes,91.152120,160.050425
Ammo Boxes,88.509890,177.757306
Ammo Boxes,89.101434,180.912207
Ammo Boxes,87.129621,180.951643
Ammo Boxes,91.309865,175.785493
Ammo Boxes,52.504585,493.365696
Ammo Boxes,67.529800,496.086798
Ammo Boxes,193.765269,676.231635
Ammo Boxes,192.661053,677.099232
Ammo Boxes,199.680708,547.393372
Ammo Boxes,199.444090,550.311656
Ammo Boxes,199.601835,549.956729
Ammo Boxes,200.627178,549.404622
Ammo Boxes,502.038515,766.856160
Ammo Boxes,503.063857,749.622515
Ammo Boxes,500.303319,764.016750
Ammo Boxes,504.128636,752.816852
Ammo Boxes,501.210353,751.633764
Ammo Boxes,507.480719,754.078812
Ammo Boxes,526.370687,197.396563
Ammo Boxes,531.576274,752.895724
Ammo Boxes,102.075964,491.591064
Ammo Boxes,725.326620,694.766677
Ammo Boxes,754.391144,686.130136
Ammo Boxes,728.639266,697.645524
Ammo Boxes,751.315115,686.761116
Ammo Boxes,758.847441,689.955453
Ammo Boxes,737.118062,688.417439
Ammo Boxes,743.861662,686.209008
Ammo Boxes,752.143277,698.000450
Ammo Boxes,728.363212,695.239912
Ammo Boxes,757.743226,687.352660
Ammo Boxes,421.667416,758.574546
Ammo Boxes,668.420096,639.989711
Ammo Boxes,247.280274,847.858239
Ammo Boxes,236.159248,846.596279
Ammo Boxes,255.167526,846.911769
Ammo Boxes,252.919659,845.886426
